month,level_1,level_2,value
2005-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.194
2005-03,Export Price Index - Overall Items,Chemicals & Chemical Products,101.975
2005-03,Export Price Index - Overall Items,Manufactured Goods,90.458
2005-03,Export Price Index - Overall Items,Machinery & Transport Equipment,138.018
2005-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.447
2005-04,Export Price Index - Overall Items,Food & Live Animals,75.596
2005-04,Export Price Index - Overall Items,Beverages & Tobacco,83.03
2005-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),63.382
2005-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",57.519
2005-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.31
2005-04,Export Price Index - Overall Items,Chemicals & Chemical Products,103.473
2005-04,Export Price Index - Overall Items,Manufactured Goods,91.396
2005-04,Export Price Index - Overall Items,Machinery & Transport Equipment,139.56
2005-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.842
2005-05,Export Price Index - Overall Items,Food & Live Animals,75.078
2005-05,Export Price Index - Overall Items,Beverages & Tobacco,82.978
2005-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),62.502
2005-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",53.252
2005-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.904
2005-05,Export Price Index - Overall Items,Chemicals & Chemical Products,101.81
2005-05,Export Price Index - Overall Items,Manufactured Goods,90.885
2005-05,Export Price Index - Overall Items,Machinery & Transport Equipment,139.342
2005-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.096
2005-06,Export Price Index - Overall Items,Food & Live Animals,75.309
2005-06,Export Price Index - Overall Items,Beverages & Tobacco,83.727
2005-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),62.977
2005-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",58.783
2005-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.311
2005-06,Export Price Index - Overall Items,Chemicals & Chemical Products,101.108
2005-06,Export Price Index - Overall Items,Manufactured Goods,91.363
2005-06,Export Price Index - Overall Items,Machinery & Transport Equipment,138.714
2005-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.382
2005-07,Export Price Index - Overall Items,Food & Live Animals,75.54
2005-07,Export Price Index - Overall Items,Beverages & Tobacco,83.879
2005-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),64.462
2005-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",60.724
2005-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.781
2005-07,Export Price Index - Overall Items,Chemicals & Chemical Products,102.445
2005-07,Export Price Index - Overall Items,Manufactured Goods,91.695
2005-07,Export Price Index - Overall Items,Machinery & Transport Equipment,139.871
2005-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.652
2005-08,Export Price Index - Overall Items,Food & Live Animals,75.332
2005-08,Export Price Index - Overall Items,Beverages & Tobacco,82.984
2005-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),65.448
2005-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",64.746
2005-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.478
2005-08,Export Price Index - Overall Items,Chemicals & Chemical Products,101.218
2005-08,Export Price Index - Overall Items,Manufactured Goods,90.281
2005-08,Export Price Index - Overall Items,Machinery & Transport Equipment,138.336
2005-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.017
2005-09,Export Price Index - Overall Items,Food & Live Animals,75.203
2005-09,Export Price Index - Overall Items,Beverages & Tobacco,83.655
2005-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),67.33
2005-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",69.095
2005-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.007
2005-09,Export Price Index - Overall Items,Chemicals & Chemical Products,103.104
2005-09,Export Price Index - Overall Items,Manufactured Goods,90.419
2005-09,Export Price Index - Overall Items,Machinery & Transport Equipment,139.583
2005-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.627
2005-10,Export Price Index - Overall Items,Food & Live Animals,75.082
2005-10,Export Price Index - Overall Items,Beverages & Tobacco,85.2
2005-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),68.469
2005-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",68.111
2005-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,72.357
2005-10,Export Price Index - Overall Items,Chemicals & Chemical Products,104.174
2005-10,Export Price Index - Overall Items,Manufactured Goods,91.742
2005-10,Export Price Index - Overall Items,Machinery & Transport Equipment,139.664
2005-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.973
2005-11,Export Price Index - Overall Items,Food & Live Animals,76.384
2005-11,Export Price Index - Overall Items,Beverages & Tobacco,85.555
2005-11,Export Price Index - Overall Items,Crude Materials (Excl Fuels),68.45
2005-11,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",61.807
2005-11,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,71.925
2005-11,Export Price Index - Overall Items,Chemicals & Chemical Products,103.688
2005-11,Export Price Index - Overall Items,Manufactured Goods,92.132
2005-11,Export Price Index - Overall Items,Machinery & Transport Equipment,139.561
2005-11,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.958
2005-12,Export Price Index - Overall Items,Food & Live Animals,75.67
2005-12,Export Price Index - Overall Items,Beverages & Tobacco,84.533
2005-12,Export Price Index - Overall Items,Crude Materials (Excl Fuels),68.164
2005-12,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",62.316
2005-12,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.771
2005-12,Export Price Index - Overall Items,Chemicals & Chemical Products,101.506
2005-12,Export Price Index - Overall Items,Manufactured Goods,92.197
2005-12,Export Price Index - Overall Items,Machinery & Transport Equipment,138.111
2005-12,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.105
2006-01,Export Price Index - Overall Items,Food & Live Animals,77.006
2006-01,Export Price Index - Overall Items,Beverages & Tobacco,87.817
2006-01,Export Price Index - Overall Items,Crude Materials (Excl Fuels),69.795
2006-01,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",63.533
2006-01,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.556
2006-01,Export Price Index - Overall Items,Chemicals & Chemical Products,101.903
2006-01,Export Price Index - Overall Items,Manufactured Goods,93.573
2006-01,Export Price Index - Overall Items,Machinery & Transport Equipment,142.723
2006-01,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.71
2006-02,Export Price Index - Overall Items,Food & Live Animals,77.178
2006-02,Export Price Index - Overall Items,Beverages & Tobacco,87.535
2006-02,Export Price Index - Overall Items,Crude Materials (Excl Fuels),71.197
2006-02,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",64.6
2006-02,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.009
2006-02,Export Price Index - Overall Items,Chemicals & Chemical Products,102.36
2006-02,Export Price Index - Overall Items,Manufactured Goods,93.745
2006-02,Export Price Index - Overall Items,Machinery & Transport Equipment,142.685
2006-02,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.477
2006-03,Export Price Index - Overall Items,Food & Live Animals,77.398
2006-03,Export Price Index - Overall Items,Beverages & Tobacco,88.884
2006-03,Export Price Index - Overall Items,Crude Materials (Excl Fuels),72.707
2006-03,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",65.824
2006-03,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.117
2006-03,Export Price Index - Overall Items,Chemicals & Chemical Products,102
2006-03,Export Price Index - Overall Items,Manufactured Goods,94.018
2006-03,Export Price Index - Overall Items,Machinery & Transport Equipment,137.907
2006-03,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.338
2006-04,Export Price Index - Overall Items,Food & Live Animals,77.112
2006-04,Export Price Index - Overall Items,Beverages & Tobacco,88.486
2006-04,Export Price Index - Overall Items,Crude Materials (Excl Fuels),72.927
2006-04,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",69.821
2006-04,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,69.555
2006-04,Export Price Index - Overall Items,Chemicals & Chemical Products,101.304
2006-04,Export Price Index - Overall Items,Manufactured Goods,95.235
2006-04,Export Price Index - Overall Items,Machinery & Transport Equipment,137.134
2006-04,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,109.737
2006-05,Export Price Index - Overall Items,Food & Live Animals,76.861
2006-05,Export Price Index - Overall Items,Beverages & Tobacco,87.783
2006-05,Export Price Index - Overall Items,Crude Materials (Excl Fuels),77.222
2006-05,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",72.555
2006-05,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,69.331
2006-05,Export Price Index - Overall Items,Chemicals & Chemical Products,100.889
2006-05,Export Price Index - Overall Items,Manufactured Goods,96.383
2006-05,Export Price Index - Overall Items,Machinery & Transport Equipment,133.849
2006-05,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.237
2006-06,Export Price Index - Overall Items,Food & Live Animals,77.361
2006-06,Export Price Index - Overall Items,Beverages & Tobacco,88.018
2006-06,Export Price Index - Overall Items,Crude Materials (Excl Fuels),79.614
2006-06,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",73.467
2006-06,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,69.304
2006-06,Export Price Index - Overall Items,Chemicals & Chemical Products,102.871
2006-06,Export Price Index - Overall Items,Manufactured Goods,95.544
2006-06,Export Price Index - Overall Items,Machinery & Transport Equipment,134.365
2006-06,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,110.78
2006-07,Export Price Index - Overall Items,Food & Live Animals,77.145
2006-07,Export Price Index - Overall Items,Beverages & Tobacco,87.544
2006-07,Export Price Index - Overall Items,Crude Materials (Excl Fuels),80.374
2006-07,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",75.793
2006-07,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,69.741
2006-07,Export Price Index - Overall Items,Chemicals & Chemical Products,103.375
2006-07,Export Price Index - Overall Items,Manufactured Goods,96.68
2006-07,Export Price Index - Overall Items,Machinery & Transport Equipment,132.931
2006-07,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,111.316
2006-08,Export Price Index - Overall Items,Food & Live Animals,77.863
2006-08,Export Price Index - Overall Items,Beverages & Tobacco,87.595
2006-08,Export Price Index - Overall Items,Crude Materials (Excl Fuels),80.031
2006-08,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",74.531
2006-08,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,70.527
2006-08,Export Price Index - Overall Items,Chemicals & Chemical Products,104.119
2006-08,Export Price Index - Overall Items,Manufactured Goods,97.02
2006-08,Export Price Index - Overall Items,Machinery & Transport Equipment,132.066
2006-08,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,109.872
2006-09,Export Price Index - Overall Items,Food & Live Animals,77.704
2006-09,Export Price Index - Overall Items,Beverages & Tobacco,87.653
2006-09,Export Price Index - Overall Items,Crude Materials (Excl Fuels),78.488
2006-09,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",69.268
2006-09,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,68.452
2006-09,Export Price Index - Overall Items,Chemicals & Chemical Products,104.97
2006-09,Export Price Index - Overall Items,Manufactured Goods,97.602
2006-09,Export Price Index - Overall Items,Machinery & Transport Equipment,132.627
2006-09,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,109.698
2006-10,Export Price Index - Overall Items,Food & Live Animals,77.153
2006-10,Export Price Index - Overall Items,Beverages & Tobacco,86.968
2006-10,Export Price Index - Overall Items,Crude Materials (Excl Fuels),76.419
2006-10,Export Price Index - Overall Items,"Mineral Fuels, Lubricants & Related Materials",64.802
2006-10,Export Price Index - Overall Items,Animal & Vegetable Oils Fats & Waxes,69.23
2006-10,Export Price Index - Overall Items,Chemicals & Chemical Products,105.237
2006-10,Export Price Index - Overall Items,Manufactured Goods,99.245
2006-10,Export Price Index - Overall Items,Machinery & Transport Equipment,130.292
2006-10,Export Price Index - Overall Items,Miscellaneous Manufactured Articles,109.418
